left	top	width	height	conf	text	name
322	503	191	32	96	company	lawsresolutionso1891nort_0272.jpg
527	492	66	33	93	the	lawsresolutionso1891nort_0272.jpg
604	494	162	31	93	amount	lawsresolutionso1891nort_0272.jpg
779	492	178	42	96	specified	lawsresolutionso1891nort_0272.jpg
974	493	40	32	96	in	lawsresolutionso1891nort_0272.jpg
1031	492	81	33	96	said	lawsresolutionso1891nort_0272.jpg
1125	492	175	43	96	petition,	lawsresolutionso1891nort_0272.jpg
1316	494	40	31	96	at	lawsresolutionso1891nort_0272.jpg
1369	492	128	33	95	which	lawsresolutionso1891nort_0272.jpg
1513	492	164	34	95	election	lawsresolutionso1891nort_0272.jpg
214	540	1463	52	-1		lawsresolutionso1891nort_0272.jpg
214	540	107	42	95	those	lawsresolutionso1891nort_0272.jpg
338	549	40	32	96	in	lawsresolutionso1891nort_0272.jpg
395	550	113	32	96	favor	lawsresolutionso1891nort_0272.jpg
520	549	41	33	96	of	lawsresolutionso1891nort_0272.jpg
578	548	81	34	96	said	lawsresolutionso1891nort_0272.jpg
677	548	256	43	96	subscription	lawsresolutionso1891nort_0272.jpg
950	549	98	33	93	shall	lawsresolutionso1891nort_0272.jpg
1065	551	88	32	88	vot2	lawsresolutionso1891nort_0272.jpg
1171	552	22	14	91	‘‘	lawsresolutionso1891nort_0272.jpg
1205	550	72	32	96	For	lawsresolutionso1891nort_0272.jpg
1296	549	291	43	96	subscription,”	lawsresolutionso1891nort_0272.jpg
1599	549	78	34	95	and	lawsresolutionso1891nort_0272.jpg
212	605	1465	43	-1		lawsresolutionso1891nort_0272.jpg
212	606	110	33	96	those	lawsresolutionso1891nort_0272.jpg
349	605	167	42	96	opposed	lawsresolutionso1891nort_0272.jpg
544	605	150	33	96	thereto	lawsresolutionso1891nort_0272.jpg
720	605	97	33	96	shall	lawsresolutionso1891nort_0272.jpg
846	607	87	31	92	vote	lawsresolutionso1891nort_0272.jpg
963	607	22	15	87	‘‘	lawsresolutionso1891nort_0272.jpg
999	605	165	43	96	Against	lawsresolutionso1891nort_0272.jpg
1191	605	291	43	95	subscription,”	lawsresolutionso1891nort_0272.jpg
1510	605	78	34	95	and	lawsresolutionso1891nort_0272.jpg
1611	605	66	34	96	the	lawsresolutionso1891nort_0272.jpg
212	661	1465	43	-1		lawsresolutionso1891nort_0272.jpg
212	662	160	33	95	election	lawsresolutionso1891nort_0272.jpg
390	662	61	33	96	for	lawsresolutionso1891nort_0272.jpg
468	661	78	34	96	this	lawsresolutionso1891nort_0272.jpg
562	671	164	33	96	purpose	lawsresolutionso1891nort_0272.jpg
743	662	97	33	96	shall	lawsresolutionso1891nort_0272.jpg
857	661	45	34	95	be	lawsresolutionso1891nort_0272.jpg
915	662	215	33	95	conducted	lawsresolutionso1891nort_0272.jpg
1154	662	40	32	95	in	lawsresolutionso1891nort_0272.jpg
1212	662	66	33	96	the	lawsresolutionso1891nort_0272.jpg
1294	672	104	23	96	same	lawsresolutionso1891nort_0272.jpg
1414	672	161	23	96	manner	lawsresolutionso1891nort_0272.jpg
1599	662	78	41	97	and	lawsresolutionso1891nort_0272.jpg
212	717	1465	44	-1		lawsresolutionso1891nort_0272.jpg
212	719	152	42	96	subject	lawsresolutionso1891nort_0272.jpg
386	721	40	31	96	to	lawsresolutionso1891nort_0272.jpg
451	719	66	33	96	the	lawsresolutionso1891nort_0272.jpg
542	728	104	23	96	same	lawsresolutionso1891nort_0272.jpg
670	718	102	33	96	rules	lawsresolutionso1891nort_0272.jpg
795	718	77	33	96	and	lawsresolutionso1891nort_0272.jpg
896	717	235	44	96	regulations	lawsresolutionso1891nort_0272.jpg
1159	729	41	23	96	as	lawsresolutionso1891nort_0272.jpg
1227	729	65	23	96	are	lawsresolutionso1891nort_0272.jpg
1315	719	185	42	96	provided	lawsresolutionso1891nort_0272.jpg
1523	719	62	33	96	for	lawsresolutionso1891nort_0272.jpg
1611	719	66	33	96	the	lawsresolutionso1891nort_0272.jpg
213	775	1464	43	-1		lawsresolutionso1891nort_0272.jpg
213	776	162	33	96	election	lawsresolutionso1891nort_0272.jpg
400	775	41	33	96	of	lawsresolutionso1891nort_0272.jpg
465	777	145	40	96	county	lawsresolutionso1891nort_0272.jpg
627	775	147	33	96	officers	lawsresolutionso1891nort_0272.jpg
798	775	51	42	96	by	lawsresolutionso1891nort_0272.jpg
866	775	65	33	96	the	lawsresolutionso1891nort_0272.jpg
954	776	155	42	96	general	lawsresolutionso1891nort_0272.jpg
1133	775	161	33	96	election	lawsresolutionso1891nort_0272.jpg
1319	776	94	32	95	laws	lawsresolutionso1891nort_0272.jpg
1430	776	41	33	95	of	lawsresolutionso1891nort_0272.jpg
1494	775	66	34	96	the	lawsresolutionso1891nort_0272.jpg
1578	778	99	31	95	state	lawsresolutionso1891nort_0272.jpg
213	832	395	34	-1		lawsresolutionso1891nort_0272.jpg
213	833	41	33	96	of	lawsresolutionso1891nort_0272.jpg
278	832	122	34	96	North	lawsresolutionso1891nort_0272.jpg
418	832	190	33	96	Carolina.	lawsresolutionso1891nort_0272.jpg
210	889	1467	613	-1		lawsresolutionso1891nort_0272.jpg
256	889	1420	43	-1		lawsresolutionso1891nort_0272.jpg
256	890	86	33	68	Sec.	lawsresolutionso1891nort_0272.jpg
363	890	31	33	94	9.	lawsresolutionso1891nort_0272.jpg
422	889	98	33	94	That	lawsresolutionso1891nort_0272.jpg
536	892	39	30	96	to	lawsresolutionso1891nort_0272.jpg
593	889	158	42	96	provide	lawsresolutionso1891nort_0272.jpg
776	890	61	32	96	for	lawsresolutionso1891nort_0272.jpg
863	889	66	33	96	the	lawsresolutionso1891nort_0272.jpg
946	891	185	40	96	payment	lawsresolutionso1891nort_0272.jpg
1148	889	41	33	96	of	lawsresolutionso1891nort_0272.jpg
1213	889	82	33	96	said	lawsresolutionso1891nort_0272.jpg
1311	889	275	43	96	subscriptions	lawsresolutionso1891nort_0272.jpg
1610	890	66	33	96	the	lawsresolutionso1891nort_0272.jpg
213	946	1464	43	-1		lawsresolutionso1891nort_0272.jpg
213	947	117	33	96	board	lawsresolutionso1891nort_0272.jpg
353	947	40	32	96	of	lawsresolutionso1891nort_0272.jpg
417	946	310	33	95	commissioners	lawsresolutionso1891nort_0272.jpg
750	946	41	33	96	of	lawsresolutionso1891nort_0272.jpg
815	956	77	33	96	any	lawsresolutionso1891nort_0272.jpg
916	949	146	39	96	county	lawsresolutionso1891nort_0272.jpg
1082	946	135	43	96	voting	lawsresolutionso1891nort_0272.jpg
1241	946	81	33	96	said	lawsresolutionso1891nort_0272.jpg
1347	946	268	43	96	subscription,	lawsresolutionso1891nort_0272.jpg
1634	956	43	24	96	or	lawsresolutionso1891nort_0272.jpg
212	1003	1464	42	-1		lawsresolutionso1891nort_0272.jpg
212	1004	170	33	96	wherein	lawsresolutionso1891nort_0272.jpg
400	1003	32	33	96	is	lawsresolutionso1891nort_0272.jpg
448	1003	149	33	96	located	lawsresolutionso1891nort_0272.jpg
619	1004	78	41	93	any	lawsresolutionso1891nort_0272.jpg
713	1003	194	42	96	township	lawsresolutionso1891nort_0272.jpg
925	1004	135	41	96	voting	lawsresolutionso1891nort_0272.jpg
1083	1004	61	32	96	for	lawsresolutionso1891nort_0272.jpg
1165	1003	270	42	96	subscription,	lawsresolutionso1891nort_0272.jpg
1455	1003	98	33	96	shall	lawsresolutionso1891nort_0272.jpg
1575	1003	101	34	95	issue	lawsresolutionso1891nort_0272.jpg
212	1060	1464	43	-1		lawsresolutionso1891nort_0272.jpg
212	1071	150	32	96	coupon	lawsresolutionso1891nort_0272.jpg
379	1060	121	34	96	bonds	lawsresolutionso1891nort_0272.jpg
525	1063	39	31	96	to	lawsresolutionso1891nort_0272.jpg
581	1060	66	33	96	the	lawsresolutionso1891nort_0272.jpg
664	1063	161	31	95	amount	lawsresolutionso1891nort_0272.jpg
842	1061	41	32	95	of	lawsresolutionso1891nort_0272.jpg
906	1060	66	33	96	the	lawsresolutionso1891nort_0272.jpg
996	1060	257	43	96	subscription	lawsresolutionso1891nort_0272.jpg
1277	1070	41	24	96	so	lawsresolutionso1891nort_0272.jpg
1342	1060	238	41	96	authorized,	lawsresolutionso1891nort_0272.jpg
1598	1061	78	33	96	and	lawsresolutionso1891nort_0272.jpg
212	1117	1464	43	-1		lawsresolutionso1891nort_0272.jpg
212	1118	64	33	96	the	lawsresolutionso1891nort_0272.jpg
292	1118	121	33	95	bonds	lawsresolutionso1891nort_0272.jpg
432	1117	110	40	95	shall,	lawsresolutionso1891nort_0272.jpg
562	1127	103	33	96	upon	lawsresolutionso1891nort_0272.jpg
682	1117	99	33	96	their	lawsresolutionso1891nort_0272.jpg
797	1117	97	38	96	face,	lawsresolutionso1891nort_0272.jpg
913	1117	167	33	95	indicate	lawsresolutionso1891nort_0272.jpg
1097	1128	49	22	96	on	lawsresolutionso1891nort_0272.jpg
1163	1123	165	27	96	account	lawsresolutionso1891nort_0272.jpg
1344	1117	41	33	96	of	lawsresolutionso1891nort_0272.jpg
1408	1117	107	33	96	what	lawsresolutionso1891nort_0272.jpg
1530	1120	146	40	96	county	lawsresolutionso1891nort_0272.jpg
211	1174	1465	43	-1		lawsresolutionso1891nort_0272.jpg
211	1185	42	24	96	or	lawsresolutionso1891nort_0272.jpg
269	1175	193	42	96	township	lawsresolutionso1891nort_0272.jpg
487	1174	93	43	96	they	lawsresolutionso1891nort_0272.jpg
596	1185	65	23	96	are	lawsresolutionso1891nort_0272.jpg
685	1174	138	41	96	issued,	lawsresolutionso1891nort_0272.jpg
843	1174	77	33	96	and	lawsresolutionso1891nort_0272.jpg
948	1174	82	33	96	said	lawsresolutionso1891nort_0272.jpg
1054	1174	121	33	96	bonds	lawsresolutionso1891nort_0272.jpg
1199	1174	98	33	96	shall	lawsresolutionso1891nort_0272.jpg
1320	1174	47	33	95	be	lawsresolutionso1891nort_0272.jpg
1390	1174	40	33	93	in	lawsresolutionso1891nort_0272.jpg
1454	1174	222	34	91	denomina-	lawsresolutionso1891nort_0272.jpg
211	1231	1466	34	-1		lawsresolutionso1891nort_0272.jpg
211	1232	100	33	96	tions	lawsresolutionso1891nort_0272.jpg
334	1232	41	33	96	of	lawsresolutionso1891nort_0272.jpg
398	1234	68	31	95	not	lawsresolutionso1891nort_0272.jpg
490	1231	72	33	95	less	lawsresolutionso1891nort_0272.jpg
586	1231	95	34	96	than	lawsresolutionso1891nort_0272.jpg
703	1242	71	23	96	one	lawsresolutionso1891nort_0272.jpg
798	1231	178	33	96	hundred	lawsresolutionso1891nort_0272.jpg
1000	1231	141	34	95	dollars	lawsresolutionso1891nort_0272.jpg
1164	1231	77	33	95	and	lawsresolutionso1891nort_0272.jpg
1265	1233	67	31	96	not	lawsresolutionso1891nort_0272.jpg
1356	1241	105	23	96	more	lawsresolutionso1891nort_0272.jpg
1484	1231	96	34	96	than	lawsresolutionso1891nort_0272.jpg
1604	1241	73	24	96	one	lawsresolutionso1891nort_0272.jpg
211	1288	1465	42	-1		lawsresolutionso1891nort_0272.jpg
211	1288	192	34	96	thousand	lawsresolutionso1891nort_0272.jpg
420	1288	141	34	96	dollars	lawsresolutionso1891nort_0272.jpg
577	1288	107	41	96	each,	lawsresolutionso1891nort_0272.jpg
704	1289	76	32	96	and	lawsresolutionso1891nort_0272.jpg
797	1288	98	33	95	shall	lawsresolutionso1891nort_0272.jpg
919	1299	73	22	96	run	lawsresolutionso1891nort_0272.jpg
1017	1289	61	33	96	for	lawsresolutionso1891nort_0272.jpg
1101	1289	240	41	96	twenty-five	lawsresolutionso1891nort_0272.jpg
1358	1298	111	32	96	years	lawsresolutionso1891nort_0272.jpg
1493	1288	76	33	96	and	lawsresolutionso1891nort_0272.jpg
1588	1288	88	34	96	bear	lawsresolutionso1891nort_0272.jpg
210	1345	1467	43	-1		lawsresolutionso1891nort_0272.jpg
210	1347	159	33	96	interest	lawsresolutionso1891nort_0272.jpg
397	1348	40	31	95	at	lawsresolutionso1891nort_0272.jpg
462	1346	67	33	96	the	lawsresolutionso1891nort_0272.jpg
556	1347	83	32	96	rate	lawsresolutionso1891nort_0272.jpg
665	1346	41	33	96	of	lawsresolutionso1891nort_0272.jpg
729	1345	76	33	96	five	lawsresolutionso1891nort_0272.jpg
830	1356	67	31	93	per	lawsresolutionso1891nort_0272.jpg
924	1349	159	30	92	centum	lawsresolutionso1891nort_0272.jpg
1111	1356	67	32	96	per	lawsresolutionso1891nort_0272.jpg
1202	1355	161	31	95	annum,	lawsresolutionso1891nort_0272.jpg
1383	1346	160	42	93	payable	lawsresolutionso1891nort_0272.jpg
1566	1346	111	33	92	semi-	lawsresolutionso1891nort_0272.jpg
211	1402	1466	43	-1		lawsresolutionso1891nort_0272.jpg
211	1403	186	42	96	annually	lawsresolutionso1891nort_0272.jpg
413	1405	41	31	96	at	lawsresolutionso1891nort_0272.jpg
471	1413	104	23	96	some	lawsresolutionso1891nort_0272.jpg
592	1402	164	34	96	suitable	lawsresolutionso1891nort_0272.jpg
769	1402	218	43	95	depository	lawsresolutionso1891nort_0272.jpg
999	1402	224	42	96	designated	lawsresolutionso1891nort_0272.jpg
1240	1402	51	42	96	by	lawsresolutionso1891nort_0272.jpg
1303	1402	65	33	96	the	lawsresolutionso1891nort_0272.jpg
1386	1402	117	34	96	board	lawsresolutionso1891nort_0272.jpg
1516	1402	41	34	93	of	lawsresolutionso1891nort_0272.jpg
1574	1412	103	24	92	com-	lawsresolutionso1891nort_0272.jpg
211	1459	629	43	-1		lawsresolutionso1891nort_0272.jpg
211	1460	219	33	96	missioners	lawsresolutionso1891nort_0272.jpg
446	1460	148	42	96	issuing	lawsresolutionso1891nort_0272.jpg
610	1459	81	34	96	said	lawsresolutionso1891nort_0272.jpg
707	1459	133	34	96	bonds.	lawsresolutionso1891nort_0272.jpg
210	1516	1470	1298	-1		lawsresolutionso1891nort_0272.jpg
255	1516	1422	42	-1		lawsresolutionso1891nort_0272.jpg
255	1517	84	33	65	Sec,	lawsresolutionso1891nort_0272.jpg
362	1517	51	33	95	10.	lawsresolutionso1891nort_0272.jpg
441	1517	97	33	95	That	lawsresolutionso1891nort_0272.jpg
561	1517	66	32	96	the	lawsresolutionso1891nort_0272.jpg
648	1516	185	33	96	counties’	lawsresolutionso1891nort_0272.jpg
850	1516	227	33	96	authorities	lawsresolutionso1891nort_0272.jpg
1101	1516	141	42	95	legally	lawsresolutionso1891nort_0272.jpg
1260	1516	242	42	96	empowered	lawsresolutionso1891nort_0272.jpg
1526	1518	39	31	96	to	lawsresolutionso1891nort_0272.jpg
1589	1516	88	42	96	levy	lawsresolutionso1891nort_0272.jpg
211	1573	1469	43	-1		lawsresolutionso1891nort_0272.jpg
211	1578	108	30	95	taxes	lawsresolutionso1891nort_0272.jpg
335	1575	40	32	96	in	lawsresolutionso1891nort_0272.jpg
393	1585	77	31	96	any	lawsresolutionso1891nort_0272.jpg
486	1576	145	40	96	county	lawsresolutionso1891nort_0272.jpg
647	1574	135	42	96	voting	lawsresolutionso1891nort_0272.jpg
799	1574	58	32	96	for	lawsresolutionso1891nort_0272.jpg
875	1573	82	34	96	said	lawsresolutionso1891nort_0272.jpg
974	1573	268	43	96	subscription,	lawsresolutionso1891nort_0272.jpg
1257	1584	43	23	96	or	lawsresolutionso1891nort_0272.jpg
1317	1574	39	32	96	in	lawsresolutionso1891nort_0272.jpg
1375	1574	129	33	95	which	lawsresolutionso1891nort_0272.jpg
1520	1574	108	33	96	there	lawsresolutionso1891nort_0272.jpg
1644	1574	36	33	96	is	lawsresolutionso1891nort_0272.jpg
211	1630	1466	44	-1		lawsresolutionso1891nort_0272.jpg
211	1642	22	23	95	a	lawsresolutionso1891nort_0272.jpg
250	1631	194	43	95	township	lawsresolutionso1891nort_0272.jpg
461	1631	136	42	96	voting	lawsresolutionso1891nort_0272.jpg
621	1631	60	33	96	for	lawsresolutionso1891nort_0272.jpg
705	1630	256	43	96	subscription	lawsresolutionso1891nort_0272.jpg
985	1630	61	33	96	for	lawsresolutionso1891nort_0272.jpg
1069	1630	64	33	96	the	lawsresolutionso1891nort_0272.jpg
1150	1632	186	40	96	payment	lawsresolutionso1891nort_0272.jpg
1352	1631	41	32	96	of	lawsresolutionso1891nort_0272.jpg
1410	1630	127	33	96	which	lawsresolutionso1891nort_0272.jpg
1555	1630	122	33	96	bonds	lawsresolutionso1891nort_0272.jpg
211	1687	1464	43	-1		lawsresolutionso1891nort_0272.jpg
211	1689	99	33	96	have	lawsresolutionso1891nort_0272.jpg
327	1689	95	33	96	been	lawsresolutionso1891nort_0272.jpg
439	1688	126	33	96	issued	lawsresolutionso1891nort_0272.jpg
582	1698	42	23	96	as	lawsresolutionso1891nort_0272.jpg
640	1687	184	43	96	provided	lawsresolutionso1891nort_0272.jpg
849	1688	62	33	96	for	lawsresolutionso1891nort_0272.jpg
936	1687	40	33	96	in	lawsresolutionso1891nort_0272.jpg
1001	1688	76	32	96	this	lawsresolutionso1891nort_0272.jpg
1099	1690	73	38	96	act,	lawsresolutionso1891nort_0272.jpg
1194	1687	109	40	96	shall,	lawsresolutionso1891nort_0272.jpg
1322	1687	40	32	96	in	lawsresolutionso1891nort_0272.jpg
1386	1687	175	33	96	addition	lawsresolutionso1891nort_0272.jpg
1578	1687	97	33	96	with	lawsresolutionso1891nort_0272.jpg
210	1744	1467	43	-1		lawsresolutionso1891nort_0272.jpg
210	1746	66	33	96	the	lawsresolutionso1891nort_0272.jpg
293	1746	108	33	96	other	lawsresolutionso1891nort_0272.jpg
419	1748	110	31	96	taxes	lawsresolutionso1891nort_0272.jpg
546	1745	123	33	96	levied	lawsresolutionso1891nort_0272.jpg
686	1755	105	32	96	upon	lawsresolutionso1891nort_0272.jpg
808	1744	95	34	96	such	lawsresolutionso1891nort_0272.jpg
920	1747	145	40	96	county	lawsresolutionso1891nort_0272.jpg
1078	1755	43	23	96	or	lawsresolutionso1891nort_0272.jpg
1138	1744	193	43	96	township	lawsresolutionso1891nort_0272.jpg
1347	1744	40	33	96	in	lawsresolutionso1891nort_0272.jpg
1405	1744	129	34	95	whose	lawsresolutionso1891nort_0272.jpg
1545	1744	132	33	95	behalf	lawsresolutionso1891nort_0272.jpg
212	1801	1464	43	-1		lawsresolutionso1891nort_0272.jpg
212	1803	81	33	96	said	lawsresolutionso1891nort_0272.jpg
316	1802	122	34	96	bonds	lawsresolutionso1891nort_0272.jpg
455	1812	101	23	96	were	lawsresolutionso1891nort_0272.jpg
579	1802	139	40	96	issued,	lawsresolutionso1891nort_0272.jpg
744	1801	186	42	96	annually	lawsresolutionso1891nort_0272.jpg
954	1804	181	40	96	compute	lawsresolutionso1891nort_0272.jpg
1159	1802	77	33	96	and	lawsresolutionso1891nort_0272.jpg
1259	1802	88	42	96	levy	lawsresolutionso1891nort_0272.jpg
1371	1803	41	31	96	at	lawsresolutionso1891nort_0272.jpg
1435	1801	65	34	96	the	lawsresolutionso1891nort_0272.jpg
1523	1801	94	33	96	time	lawsresolutionso1891nort_0272.jpg
1634	1801	42	34	96	of	lawsresolutionso1891nort_0272.jpg
211	1858	1465	44	-1		lawsresolutionso1891nort_0272.jpg
211	1860	157	42	96	levying	lawsresolutionso1891nort_0272.jpg
385	1860	110	33	95	other	lawsresolutionso1891nort_0272.jpg
518	1863	122	36	95	taxes,	lawsresolutionso1891nort_0272.jpg
658	1869	24	24	95	a	lawsresolutionso1891nort_0272.jpg
705	1859	191	33	96	sufficient	lawsresolutionso1891nort_0272.jpg
919	1861	68	31	96	tax	lawsresolutionso1891nort_0272.jpg
1011	1869	105	32	96	upon	lawsresolutionso1891nort_0272.jpg
1139	1859	66	33	96	the	lawsresolutionso1891nort_0272.jpg
1228	1861	181	40	95	property	lawsresolutionso1891nort_0272.jpg
1425	1858	77	33	95	and	lawsresolutionso1891nort_0272.jpg
1521	1858	97	43	96	polls	lawsresolutionso1891nort_0272.jpg
1634	1858	42	34	96	of	lawsresolutionso1891nort_0272.jpg
212	1915	1465	43	-1		lawsresolutionso1891nort_0272.jpg
212	1917	80	33	95	said	lawsresolutionso1891nort_0272.jpg
310	1919	145	39	95	county	lawsresolutionso1891nort_0272.jpg
467	1916	76	34	95	and	lawsresolutionso1891nort_0272.jpg
560	1916	207	42	96	township,	lawsresolutionso1891nort_0272.jpg
782	1918	38	31	96	to	lawsresolutionso1891nort_0272.jpg
833	1916	194	42	96	regularly	lawsresolutionso1891nort_0272.jpg
1039	1916	76	33	96	and	lawsresolutionso1891nort_0272.jpg
1132	1915	197	43	96	promptly	lawsresolutionso1891nort_0272.jpg
1343	1926	76	32	96	pay	lawsresolutionso1891nort_0272.jpg
1436	1915	65	33	96	the	lawsresolutionso1891nort_0272.jpg
1517	1915	160	33	96	interest	lawsresolutionso1891nort_0272.jpg
212	1971	1465	44	-1		lawsresolutionso1891nort_0272.jpg
212	1984	49	23	96	on	lawsresolutionso1891nort_0272.jpg
287	1974	64	33	96	the	lawsresolutionso1891nort_0272.jpg
368	1974	121	33	96	bonds	lawsresolutionso1891nort_0272.jpg
513	1974	40	33	96	of	lawsresolutionso1891nort_0272.jpg
577	1973	80	33	96	said	lawsresolutionso1891nort_0272.jpg
683	1976	146	39	95	county	lawsresolutionso1891nort_0272.jpg
846	1973	77	33	96	and	lawsresolutionso1891nort_0272.jpg
947	1973	192	42	96	township	lawsresolutionso1891nort_0272.jpg
1160	1972	125	34	96	issued	lawsresolutionso1891nort_0272.jpg
1309	1972	41	33	96	in	lawsresolutionso1891nort_0272.jpg
1373	1972	132	33	95	behalf	lawsresolutionso1891nort_0272.jpg
1529	1972	40	33	95	of	lawsresolutionso1891nort_0272.jpg
1593	1971	84	34	96	said	lawsresolutionso1891nort_0272.jpg
212	2029	1464	44	-1		lawsresolutionso1891nort_0272.jpg
212	2030	267	43	96	subscription,	lawsresolutionso1891nort_0272.jpg
496	2030	77	33	96	and	lawsresolutionso1891nort_0272.jpg
589	2032	40	31	96	at	lawsresolutionso1891nort_0272.jpg
645	2030	66	33	96	the	lawsresolutionso1891nort_0272.jpg
727	2040	105	23	96	same	lawsresolutionso1891nort_0272.jpg
846	2030	93	33	95	time	lawsresolutionso1891nort_0272.jpg
956	2030	81	33	96	said	lawsresolutionso1891nort_0272.jpg
1052	2030	226	33	96	authorities	lawsresolutionso1891nort_0272.jpg
1291	2029	98	33	96	shall	lawsresolutionso1891nort_0272.jpg
1405	2031	182	40	95	compute	lawsresolutionso1891nort_0272.jpg
1599	2029	77	33	96	and	lawsresolutionso1891nort_0272.jpg
211	2086	1466	44	-1		lawsresolutionso1891nort_0272.jpg
211	2088	88	42	94	levy	lawsresolutionso1891nort_0272.jpg
316	2098	23	23	96	a	lawsresolutionso1891nort_0272.jpg
365	2090	68	31	95	tax	lawsresolutionso1891nort_0272.jpg
457	2098	50	23	95	on	lawsresolutionso1891nort_0272.jpg
533	2087	66	34	96	the	lawsresolutionso1891nort_0272.jpg
627	2089	181	41	96	property	lawsresolutionso1891nort_0272.jpg
843	2087	77	33	96	and	lawsresolutionso1891nort_0272.jpg
944	2087	96	42	96	polls	lawsresolutionso1891nort_0272.jpg
1068	2087	41	33	95	of	lawsresolutionso1891nort_0272.jpg
1133	2086	82	34	96	said	lawsresolutionso1891nort_0272.jpg
1241	2089	145	39	96	county	lawsresolutionso1891nort_0272.jpg
1414	2097	43	23	96	or	lawsresolutionso1891nort_0272.jpg
1483	2086	194	42	96	township	lawsresolutionso1891nort_0272.jpg
213	2143	1464	45	-1		lawsresolutionso1891nort_0272.jpg
213	2145	113	43	96	equal	lawsresolutionso1891nort_0272.jpg
