left	top	width	height	conf	text	name
1142	439	66	34	96	the	lawsresolutionso1891nort_0771.jpg
1233	440	126	33	93	words	lawsresolutionso1891nort_0771.jpg
1385	442	23	15	85	‘‘	lawsresolutionso1891nort_0771.jpg
1422	439	74	33	96	For	lawsresolutionso1891nort_0771.jpg
1519	438	151	34	96	bonds”	lawsresolutionso1891nort_0771.jpg
210	490	1461	50	-1		lawsresolutionso1891nort_0771.jpg
210	498	170	39	97	thereon;	lawsresolutionso1891nort_0771.jpg
403	498	109	33	96	those	lawsresolutionso1891nort_0771.jpg
528	497	165	43	95	opposed	lawsresolutionso1891nort_0771.jpg
708	499	40	31	96	to	lawsresolutionso1891nort_0771.jpg
757	496	154	43	96	issuing	lawsresolutionso1891nort_0771.jpg
926	490	83	39	95	said	lawsresolutionso1891nort_0771.jpg
1032	496	121	34	96	bonds	lawsresolutionso1891nort_0771.jpg
1178	496	97	33	95	shall	lawsresolutionso1891nort_0771.jpg
1292	499	88	30	95	vote	lawsresolutionso1891nort_0771.jpg
1403	506	24	23	96	a	lawsresolutionso1891nort_0771.jpg
1450	496	155	33	96	written	lawsresolutionso1891nort_0771.jpg
1628	505	43	23	96	or	lawsresolutionso1891nort_0771.jpg
209	552	1463	45	-1		lawsresolutionso1891nort_0771.jpg
209	554	154	43	96	printed	lawsresolutionso1891nort_0771.jpg
379	554	123	33	96	ticket	lawsresolutionso1891nort_0771.jpg
518	554	96	33	96	with	lawsresolutionso1891nort_0771.jpg
630	554	66	32	96	the	lawsresolutionso1891nort_0771.jpg
711	553	128	33	93	words	lawsresolutionso1891nort_0771.jpg
857	555	23	15	90	‘‘	lawsresolutionso1891nort_0771.jpg
895	553	165	42	96	Against	lawsresolutionso1891nort_0771.jpg
1075	553	151	33	96	bonds”	lawsresolutionso1891nort_0771.jpg
1250	553	171	34	96	thereon.	lawsresolutionso1891nort_0771.jpg
1458	553	78	33	96	The	lawsresolutionso1891nort_0771.jpg
1552	552	120	34	96	result	lawsresolutionso1891nort_0771.jpg
209	609	1462	43	-1		lawsresolutionso1891nort_0771.jpg
209	611	43	33	96	of	lawsresolutionso1891nort_0771.jpg
274	610	82	33	96	said	lawsresolutionso1891nort_0771.jpg
373	611	162	33	96	election	lawsresolutionso1891nort_0771.jpg
559	610	99	33	95	shall	lawsresolutionso1891nort_0771.jpg
685	609	45	33	96	be	lawsresolutionso1891nort_0771.jpg
753	609	239	33	96	ascertained	lawsresolutionso1891nort_0771.jpg
1022	609	48	42	96	by	lawsresolutionso1891nort_0771.jpg
1086	609	66	33	96	the	lawsresolutionso1891nort_0771.jpg
1180	610	192	33	96	aforesaid	lawsresolutionso1891nort_0771.jpg
1396	609	210	43	96	inspectors	lawsresolutionso1891nort_0771.jpg
1629	618	42	24	96	or	lawsresolutionso1891nort_0771.jpg
211	666	1461	44	-1		lawsresolutionso1891nort_0771.jpg
211	667	236	43	96	supervisors	lawsresolutionso1891nort_0771.jpg
463	667	77	33	96	and	lawsresolutionso1891nort_0771.jpg
555	666	182	33	95	returned	lawsresolutionso1891nort_0771.jpg
753	666	51	41	96	by	lawsresolutionso1891nort_0771.jpg
820	666	108	33	96	them	lawsresolutionso1891nort_0771.jpg
944	676	92	23	96	over	lawsresolutionso1891nort_0771.jpg
1052	666	100	32	96	their	lawsresolutionso1891nort_0771.jpg
1168	666	216	42	96	signatures	lawsresolutionso1891nort_0771.jpg
1400	669	39	30	95	to	lawsresolutionso1891nort_0771.jpg
1455	666	65	33	96	the	lawsresolutionso1891nort_0771.jpg
1536	675	136	33	96	mayor	lawsresolutionso1891nort_0771.jpg
210	722	1461	42	-1		lawsresolutionso1891nort_0771.jpg
210	724	78	33	96	and	lawsresolutionso1891nort_0771.jpg
304	724	308	33	96	commissioners	lawsresolutionso1891nort_0771.jpg
628	723	41	33	96	of	lawsresolutionso1891nort_0771.jpg
692	722	82	34	96	said	lawsresolutionso1891nort_0771.jpg
789	724	120	39	96	town,	lawsresolutionso1891nort_0771.jpg
927	722	89	33	96	who	lawsresolutionso1891nort_0771.jpg
1033	722	97	33	95	shall	lawsresolutionso1891nort_0771.jpg
1147	723	127	41	96	verify	lawsresolutionso1891nort_0771.jpg
1292	723	66	33	96	the	lawsresolutionso1891nort_0771.jpg
1382	733	104	23	95	same	lawsresolutionso1891nort_0771.jpg
1502	723	77	33	93	and	lawsresolutionso1891nort_0771.jpg
1594	732	77	23	92	cer-	lawsresolutionso1891nort_0771.jpg
211	779	1460	44	-1		lawsresolutionso1891nort_0771.jpg
211	780	76	43	96	tify	lawsresolutionso1891nort_0771.jpg
302	781	67	32	96	the	lawsresolutionso1891nort_0771.jpg
383	780	119	33	96	result	lawsresolutionso1891nort_0771.jpg
518	780	41	33	96	of	lawsresolutionso1891nort_0771.jpg
582	780	82	32	96	said	lawsresolutionso1891nort_0771.jpg
681	779	164	34	96	election	lawsresolutionso1891nort_0771.jpg
867	779	78	33	96	and	lawsresolutionso1891nort_0771.jpg
968	789	113	23	96	cause	lawsresolutionso1891nort_0771.jpg
1104	779	66	33	96	the	lawsresolutionso1891nort_0771.jpg
1194	789	104	23	96	same	lawsresolutionso1891nort_0771.jpg
1315	783	39	34	96	to	lawsresolutionso1891nort_0771.jpg
1370	779	46	33	96	be	lawsresolutionso1891nort_0771.jpg
1432	779	182	34	96	recorded	lawsresolutionso1891nort_0771.jpg
1630	779	41	32	96	in	lawsresolutionso1891nort_0771.jpg
211	835	1461	35	-1		lawsresolutionso1891nort_0771.jpg
211	837	67	33	96	the	lawsresolutionso1891nort_0771.jpg
306	837	167	32	96	minutes	lawsresolutionso1891nort_0771.jpg
499	837	42	32	96	of	lawsresolutionso1891nort_0771.jpg
563	836	82	33	96	said	lawsresolutionso1891nort_0771.jpg
662	836	118	33	96	board	lawsresolutionso1891nort_0771.jpg
806	836	42	33	96	of	lawsresolutionso1891nort_0771.jpg
878	835	306	34	96	commissioners	lawsresolutionso1891nort_0771.jpg
1211	836	41	33	96	of	lawsresolutionso1891nort_0771.jpg
1275	836	82	33	96	said	lawsresolutionso1891nort_0771.jpg
1379	838	117	31	96	town.	lawsresolutionso1891nort_0771.jpg
1545	836	37	32	95	If	lawsresolutionso1891nort_0771.jpg
1605	836	67	33	96	the	lawsresolutionso1891nort_0771.jpg
211	892	1461	44	-1		lawsresolutionso1891nort_0771.jpg
211	893	186	43	93	majority	lawsresolutionso1891nort_0771.jpg
413	894	42	32	96	of	lawsresolutionso1891nort_0771.jpg
477	893	66	33	96	the	lawsresolutionso1891nort_0771.jpg
556	896	107	30	96	votes	lawsresolutionso1891nort_0771.jpg
678	895	82	31	96	cast	lawsresolutionso1891nort_0771.jpg
776	893	45	32	93	be	lawsresolutionso1891nort_0771.jpg
840	894	22	15	91	‘‘	lawsresolutionso1891nort_0771.jpg
874	892	74	33	96	For	lawsresolutionso1891nort_0771.jpg
965	892	157	40	94	bonds,”	lawsresolutionso1891nort_0771.jpg
1139	893	94	32	95	then	lawsresolutionso1891nort_0771.jpg
1250	892	65	33	95	the	lawsresolutionso1891nort_0771.jpg
1328	903	135	32	95	mayor	lawsresolutionso1891nort_0771.jpg
1480	893	77	33	93	and	lawsresolutionso1891nort_0771.jpg
1570	903	102	23	93	com-	lawsresolutionso1891nort_0771.jpg
213	949	1456	42	-1		lawsresolutionso1891nort_0771.jpg
213	950	218	33	96	missioners	lawsresolutionso1891nort_0771.jpg
447	950	42	33	96	of	lawsresolutionso1891nort_0771.jpg
511	950	83	33	96	said	lawsresolutionso1891nort_0771.jpg
609	952	107	30	96	town	lawsresolutionso1891nort_0771.jpg
739	949	98	33	96	shall	lawsresolutionso1891nort_0771.jpg
860	949	161	42	96	proceed	lawsresolutionso1891nort_0771.jpg
1046	952	40	30	96	to	lawsresolutionso1891nort_0771.jpg
1109	949	101	33	93	issue	lawsresolutionso1891nort_0771.jpg
1233	949	170	33	86	and-seli	lawsresolutionso1891nort_0771.jpg
1427	949	81	33	96	said	lawsresolutionso1891nort_0771.jpg
1536	949	133	40	96	bonds,	lawsresolutionso1891nort_0771.jpg
211	1006	1460	43	-1		lawsresolutionso1891nort_0771.jpg
211	1007	78	33	96	and	lawsresolutionso1891nort_0771.jpg
315	1007	97	33	95	shall	lawsresolutionso1891nort_0771.jpg
437	1007	115	42	96	apply	lawsresolutionso1891nort_0771.jpg
570	1006	66	33	96	the	lawsresolutionso1891nort_0771.jpg
660	1006	182	43	96	proceeds	lawsresolutionso1891nort_0771.jpg
869	1006	41	33	96	of	lawsresolutionso1891nort_0771.jpg
933	1006	96	33	96	such	lawsresolutionso1891nort_0771.jpg
1056	1006	78	33	96	sale	lawsresolutionso1891nort_0771.jpg
1165	1016	41	23	96	as	lawsresolutionso1891nort_0771.jpg
1231	1006	170	33	96	directed	lawsresolutionso1891nort_0771.jpg
1426	1006	41	32	96	in	lawsresolutionso1891nort_0771.jpg
1493	1006	77	33	96	this	lawsresolutionso1891nort_0771.jpg
1595	1009	76	37	96	act;	lawsresolutionso1891nort_0771.jpg
211	1063	1462	43	-1		lawsresolutionso1891nort_0771.jpg
211	1064	72	33	96	but	lawsresolutionso1891nort_0771.jpg
298	1064	32	32	96	if	lawsresolutionso1891nort_0771.jpg
353	1074	23	22	96	a	lawsresolutionso1891nort_0771.jpg
391	1063	186	43	96	majority	lawsresolutionso1891nort_0771.jpg
593	1064	41	32	95	of	lawsresolutionso1891nort_0771.jpg
657	1063	67	33	96	the	lawsresolutionso1891nort_0771.jpg
739	1066	108	30	96	votes	lawsresolutionso1891nort_0771.jpg
863	1065	82	30	96	cast	lawsresolutionso1891nort_0771.jpg
961	1063	46	33	90	be	lawsresolutionso1891nort_0771.jpg
1022	1063	194	42	88	‘‘Against	lawsresolutionso1891nort_0771.jpg
1239	1063	151	33	96	bonds”	lawsresolutionso1891nort_0771.jpg
1407	1063	95	33	96	then	lawsresolutionso1891nort_0771.jpg
1517	1063	77	33	96	this	lawsresolutionso1891nort_0771.jpg
1609	1065	64	31	96	act	lawsresolutionso1891nort_0771.jpg
211	1119	1462	43	-1		lawsresolutionso1891nort_0771.jpg
211	1120	98	34	96	shall	lawsresolutionso1891nort_0771.jpg
324	1120	46	33	96	be	lawsresolutionso1891nort_0771.jpg
385	1121	41	32	95	of	lawsresolutionso1891nort_0771.jpg
448	1130	52	23	95	no	lawsresolutionso1891nort_0771.jpg
515	1120	106	33	96	force	lawsresolutionso1891nort_0771.jpg
637	1120	76	33	96	and	lawsresolutionso1891nort_0771.jpg
730	1120	124	33	96	effect.	lawsresolutionso1891nort_0771.jpg
904	1120	78	33	88	The	lawsresolutionso1891nort_0771.jpg
1005	1119	245	43	89	inspector[s]	lawsresolutionso1891nort_0771.jpg
1275	1119	100	33	95	shall	lawsresolutionso1891nort_0771.jpg
1397	1119	46	34	95	be	lawsresolutionso1891nort_0771.jpg
1466	1120	207	42	96	appointed	lawsresolutionso1891nort_0771.jpg
211	1176	1370	34	-1		lawsresolutionso1891nort_0771.jpg
211	1177	75	33	96	and	lawsresolutionso1891nort_0771.jpg
305	1177	66	33	96	the	lawsresolutionso1891nort_0771.jpg
387	1177	162	33	96	election	lawsresolutionso1891nort_0771.jpg
566	1177	90	33	96	held	lawsresolutionso1891nort_0771.jpg
672	1187	42	23	94	as	lawsresolutionso1891nort_0771.jpg
730	1177	52	32	94	all	lawsresolutionso1891nort_0771.jpg
798	1176	109	34	96	other	lawsresolutionso1891nort_0771.jpg
924	1176	181	33	96	elections	lawsresolutionso1891nort_0771.jpg
1122	1186	65	23	96	are	lawsresolutionso1891nort_0771.jpg
1203	1176	89	33	96	held	lawsresolutionso1891nort_0771.jpg
1308	1177	40	32	96	in	lawsresolutionso1891nort_0771.jpg
1365	1176	83	33	96	said	lawsresolutionso1891nort_0771.jpg
1463	1179	118	31	95	town.	lawsresolutionso1891nort_0771.jpg
212	1233	1463	612	-1		lawsresolutionso1891nort_0771.jpg
257	1233	1416	42	-1		lawsresolutionso1891nort_0771.jpg
257	1234	85	33	66	Sec.	lawsresolutionso1891nort_0771.jpg
363	1234	31	33	90	3.	lawsresolutionso1891nort_0771.jpg
422	1234	37	32	96	If	lawsresolutionso1891nort_0771.jpg
483	1233	82	33	93	said	lawsresolutionso1891nort_0771.jpg
590	1233	264	33	91	water-works	lawsresolutionso1891nort_0771.jpg
878	1243	65	23	96	are	lawsresolutionso1891nort_0771.jpg
969	1233	192	42	83	procured	lawsresolutionso1891nort_0771.jpg
1182	1243	42	23	91	as	lawsresolutionso1891nort_0771.jpg
1250	1233	186	42	96	provided	lawsresolutionso1891nort_0771.jpg
1461	1234	62	32	96	for	lawsresolutionso1891nort_0771.jpg
1539	1233	40	33	96	in	lawsresolutionso1891nort_0771.jpg
1595	1233	78	34	96	this	lawsresolutionso1891nort_0771.jpg
213	1290	1461	42	-1		lawsresolutionso1891nort_0771.jpg
213	1294	76	37	96	act,	lawsresolutionso1891nort_0771.jpg
308	1290	93	34	96	then	lawsresolutionso1891nort_0771.jpg
417	1290	67	33	96	the	lawsresolutionso1891nort_0771.jpg
507	1300	135	32	96	mayor	lawsresolutionso1891nort_0771.jpg
658	1290	75	33	96	and	lawsresolutionso1891nort_0771.jpg
751	1290	308	33	95	commissioners	lawsresolutionso1891nort_0771.jpg
1075	1290	41	33	96	of	lawsresolutionso1891nort_0771.jpg
1142	1290	83	33	95	said	lawsresolutionso1891nort_0771.jpg
1240	1293	107	30	96	town	lawsresolutionso1891nort_0771.jpg
1363	1290	99	34	95	shall	lawsresolutionso1891nort_0771.jpg
1478	1290	98	34	96	have	lawsresolutionso1891nort_0771.jpg
1598	1290	76	33	96	full	lawsresolutionso1891nort_0771.jpg
213	1347	1461	43	-1		lawsresolutionso1891nort_0771.jpg
213	1357	130	33	96	power	lawsresolutionso1891nort_0771.jpg
370	1357	91	23	96	over	lawsresolutionso1891nort_0771.jpg
487	1347	77	33	95	and	lawsresolutionso1891nort_0771.jpg
580	1347	150	33	96	control	lawsresolutionso1891nort_0771.jpg
757	1347	41	33	96	of	lawsresolutionso1891nort_0771.jpg
818	1347	66	33	96	the	lawsresolutionso1891nort_0771.jpg
901	1357	118	30	94	same,	lawsresolutionso1891nort_0771.jpg
1045	1347	78	33	96	and	lawsresolutionso1891nort_0771.jpg
1150	1357	92	32	96	may	lawsresolutionso1891nort_0771.jpg
1257	1347	101	33	96	lease	lawsresolutionso1891nort_0771.jpg
1381	1357	43	23	95	or	lawsresolutionso1891nort_0771.jpg
1448	1347	68	34	96	sell	lawsresolutionso1891nort_0771.jpg
1532	1349	40	32	96	to	lawsresolutionso1891nort_0771.jpg
1596	1357	78	32	96	any	lawsresolutionso1891nort_0771.jpg
212	1404	1462	43	-1		lawsresolutionso1891nort_0771.jpg
212	1404	141	34	96	citizen	lawsresolutionso1891nort_0771.jpg
369	1404	42	34	96	of	lawsresolutionso1891nort_0771.jpg
434	1404	81	33	96	said	lawsresolutionso1891nort_0771.jpg
539	1406	119	39	95	town,	lawsresolutionso1891nort_0771.jpg
684	1414	43	23	96	or	lawsresolutionso1891nort_0771.jpg
750	1404	108	33	95	other	lawsresolutionso1891nort_0771.jpg
882	1414	137	32	95	person	lawsresolutionso1891nort_0771.jpg
1043	1404	157	43	96	owning	lawsresolutionso1891nort_0771.jpg
1223	1407	182	40	96	property	lawsresolutionso1891nort_0771.jpg
1421	1405	161	40	96	therein,	lawsresolutionso1891nort_0771.jpg
1607	1405	67	33	96	the	lawsresolutionso1891nort_0771.jpg
212	1460	1462	43	-1		lawsresolutionso1891nort_0771.jpg
212	1461	104	42	96	right	lawsresolutionso1891nort_0771.jpg
332	1464	39	30	96	to	lawsresolutionso1891nort_0771.jpg
387	1471	68	23	96	use	lawsresolutionso1891nort_0771.jpg
471	1463	122	31	96	water	lawsresolutionso1891nort_0771.jpg
608	1461	103	33	96	from	lawsresolutionso1891nort_0771.jpg
728	1461	65	33	96	the	lawsresolutionso1891nort_0771.jpg
810	1471	104	23	96	same	lawsresolutionso1891nort_0771.jpg
938	1460	141	33	96	within	lawsresolutionso1891nort_0771.jpg
1095	1461	66	33	96	the	lawsresolutionso1891nort_0771.jpg
1177	1463	198	40	96	corporate	lawsresolutionso1891nort_0771.jpg
1392	1461	120	34	96	limits	lawsresolutionso1891nort_0771.jpg
1528	1462	41	33	95	of	lawsresolutionso1891nort_0771.jpg
1592	1461	82	34	96	said	lawsresolutionso1891nort_0771.jpg
213	1517	1461	44	-1		lawsresolutionso1891nort_0771.jpg
213	1520	107	31	96	town	lawsresolutionso1891nort_0771.jpg
335	1518	61	33	96	for	lawsresolutionso1891nort_0771.jpg
421	1517	95	34	96	such	lawsresolutionso1891nort_0771.jpg
541	1517	130	43	96	period	lawsresolutionso1891nort_0771.jpg
699	1517	41	34	96	of	lawsresolutionso1891nort_0771.jpg
764	1517	94	33	96	time	lawsresolutionso1891nort_0771.jpg
885	1517	77	33	90	and	lawsresolutionso1891nort_0771.jpg
977	1518	61	33	90	for	lawsresolutionso1891nort_0771.jpg
1066	1517	95	34	96	such	lawsresolutionso1891nort_0771.jpg
1177	1518	104	42	95	price	lawsresolutionso1891nort_0771.jpg
1296	1528	42	23	95	as	lawsresolutionso1891nort_0771.jpg
1365	1528	92	32	96	may	lawsresolutionso1891nort_0771.jpg
1474	1518	46	33	95	be	lawsresolutionso1891nort_0771.jpg
1535	1519	139	42	95	agreed	lawsresolutionso1891nort_0771.jpg
213	1574	1461	44	-1		lawsresolutionso1891nort_0771.jpg
213	1584	104	33	95	upon	lawsresolutionso1891nort_0771.jpg
344	1574	174	34	96	between	lawsresolutionso1891nort_0771.jpg
541	1574	95	34	96	such	lawsresolutionso1891nort_0771.jpg
663	1574	139	34	96	citizen	lawsresolutionso1891nort_0771.jpg
833	1585	43	23	96	or	lawsresolutionso1891nort_0771.jpg
904	1574	158	34	95	citizens	lawsresolutionso1891nort_0771.jpg
1088	1585	42	23	95	or	lawsresolutionso1891nort_0771.jpg
1154	1575	95	33	96	such	lawsresolutionso1891nort_0771.jpg
1275	1577	183	41	96	property	lawsresolutionso1891nort_0771.jpg
1485	1585	131	24	95	owner	lawsresolutionso1891nort_0771.jpg
1632	1586	42	23	96	or	lawsresolutionso1891nort_0771.jpg
213	1631	1460	44	-1		lawsresolutionso1891nort_0771.jpg
213	1633	182	41	96	property	lawsresolutionso1891nort_0771.jpg
411	1641	151	24	96	owners	lawsresolutionso1891nort_0771.jpg
577	1631	76	34	96	and	lawsresolutionso1891nort_0771.jpg
671	1632	66	33	96	the	lawsresolutionso1891nort_0771.jpg
760	1631	308	34	95	commissioners	lawsresolutionso1891nort_0771.jpg
1084	1632	42	33	95	of	lawsresolutionso1891nort_0771.jpg
1149	1632	83	33	94	said	lawsresolutionso1891nort_0771.jpg
1248	1637	130	35	96	town;	lawsresolutionso1891nort_0771.jpg
1417	1632	74	34	96	and	lawsresolutionso1891nort_0771.jpg
1510	1632	65	34	93	the	lawsresolutionso1891nort_0771.jpg
1590	1643	83	32	92	pro-	lawsresolutionso1891nort_0771.jpg
214	1688	1460	44	-1		lawsresolutionso1891nort_0771.jpg
214	1688	110	33	96	ceeds	lawsresolutionso1891nort_0771.jpg
340	1688	145	42	96	arising	lawsresolutionso1891nort_0771.jpg
500	1689	102	32	94	from	lawsresolutionso1891nort_0771.jpg
619	1688	66	33	94	the	lawsresolutionso1891nort_0771.jpg
701	1688	77	33	96	sale	lawsresolutionso1891nort_0771.jpg
794	1698	43	24	96	or	lawsresolutionso1891nort_0771.jpg
853	1688	100	33	96	lease	lawsresolutionso1891nort_0771.jpg
969	1689	41	32	96	of	lawsresolutionso1891nort_0771.jpg
1032	1688	96	34	96	such	lawsresolutionso1891nort_0771.jpg
1144	1688	123	43	96	rights	lawsresolutionso1891nort_0771.jpg
1291	1689	98	33	96	shall	lawsresolutionso1891nort_0771.jpg
1404	1689	46	33	96	be	lawsresolutionso1891nort_0771.jpg
1466	1689	153	43	96	applied	lawsresolutionso1891nort_0771.jpg
1633	1691	41	32	96	to	lawsresolutionso1891nort_0771.jpg
215	1745	1460	42	-1		lawsresolutionso1891nort_0771.jpg
215	1745	67	33	96	the	lawsresolutionso1891nort_0771.jpg
305	1745	200	42	96	discharge	lawsresolutionso1891nort_0771.jpg
521	1745	41	33	96	of	lawsresolutionso1891nort_0771.jpg
585	1745	67	33	96	the	lawsresolutionso1891nort_0771.jpg
679	1745	192	33	96	aforesaid	lawsresolutionso1891nort_0771.jpg
897	1745	122	33	96	bonds	lawsresolutionso1891nort_0771.jpg
1044	1745	77	33	95	and	lawsresolutionso1891nort_0771.jpg
1137	1746	66	33	95	the	lawsresolutionso1891nort_0771.jpg
1230	1746	159	33	96	interest	lawsresolutionso1891nort_0771.jpg
1415	1746	159	34	96	thereon	lawsresolutionso1891nort_0771.jpg
1597	1746	78	34	96	and	lawsresolutionso1891nort_0771.jpg
219	1801	1263	44	-1		lawsresolutionso1891nort_0771.jpg
219	1802	168	33	96	towards	lawsresolutionso1891nort_0771.jpg
402	1801	166	43	96	keeping	lawsresolutionso1891nort_0771.jpg
584	1802	82	33	93	said	lawsresolutionso1891nort_0771.jpg
681	1802	264	33	91	water-works	lawsresolutionso1891nort_0771.jpg
961	1802	41	32	96	in	lawsresolutionso1891nort_0771.jpg
1017	1802	99	42	96	good	lawsresolutionso1891nort_0771.jpg
1132	1803	137	42	96	repair,	lawsresolutionso1891nort_0771.jpg
1288	1806	38	30	96	et	lawsresolutionso1891nort_0771.jpg
1344	1806	138	31	94	cetera.	lawsresolutionso1891nort_0771.jpg
214	1858	1462	384	-1		lawsresolutionso1891nort_0771.jpg
261	1858	1415	45	-1		lawsresolutionso1891nort_0771.jpg
261	1858	85	34	86	Sec.	lawsresolutionso1891nort_0771.jpg
366	1859	33	32	95	4.	lawsresolutionso1891nort_0771.jpg
426	1858	47	33	95	In	lawsresolutionso1891nort_0771.jpg
490	1859	110	33	95	order	lawsresolutionso1891nort_0771.jpg
615	1861	41	31	96	to	lawsresolutionso1891nort_0771.jpg
672	1869	75	32	96	pay	lawsresolutionso1891nort_0771.jpg
759	1859	66	33	96	the	lawsresolutionso1891nort_0771.jpg
838	1858	159	34	96	interest	lawsresolutionso1891nort_0771.jpg
1013	1869	50	23	95	on	lawsresolutionso1891nort_0771.jpg
1080	1859	83	33	95	said	lawsresolutionso1891nort_0771.jpg
1175	1860	120	33	95	bonds	lawsresolutionso1891nort_0771.jpg
1311	1860	77	33	96	and	lawsresolutionso1891nort_0771.jpg
1404	1860	67	33	96	the	lawsresolutionso1891nort_0771.jpg
1487	1860	189	43	96	principal	lawsresolutionso1891nort_0771.jpg
220	1915	1455	44	-1		lawsresolutionso1891nort_0771.jpg
220	1915	114	33	95	when	lawsresolutionso1891nort_0771.jpg
349	1915	87	41	95	due,	lawsresolutionso1891nort_0771.jpg
454	1915	66	33	96	the	lawsresolutionso1891nort_0771.jpg
536	1915	308	34	96	commissioners	lawsresolutionso1891nort_0771.jpg
860	1916	40	33	96	of	lawsresolutionso1891nort_0771.jpg
917	1916	82	33	96	said	lawsresolutionso1891nort_0771.jpg
1015	1922	107	27	96	town	lawsresolutionso1891nort_0771.jpg
1137	1916	99	33	96	shall	lawsresolutionso1891nort_0771.jpg
1252	1916	88	43	96	levy	lawsresolutionso1891nort_0771.jpg
1355	1927	24	23	96	a	lawsresolutionso1891nort_0771.jpg
1394	1917	140	42	96	special	lawsresolutionso1891nort_0771.jpg
1550	1919	68	31	96	tax	lawsresolutionso1891nort_0771.jpg
1635	1918	40	33	96	of	lawsresolutionso1891nort_0771.jpg
217	1972	1459	45	-1		lawsresolutionso1891nort_0771.jpg
