chapter,chapter_index,section,section_index,text,first_jpg_url,pdf_url
CHAPTER 11,12,SEc. 28.,27,"SEc. 28 Every, company of gypsies or strolling company of per- sons, or any persons who receive reward for pretending to tell for- tunes, one hundred and fifty dollars in each county in which they ofter to practiee any of their craft, recoverable out of any prop- erty belonging to any of the company, but nothing herein con- gained shall be so construed as to exempt them?from indictment or penalties imposed by law.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0114.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0114
CHAPTER 11,12,Sc. 29.,28,"Sc. 29 On every person or company who puts up lightning rods, twenty dollars annually for each county in which he carries on business or sells lightning rods.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0115.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0115
CHAPTER 11,12,Src. 30.,29,"Src. 30 On every itinerant person or company peddling clocks, stoves or ranges, one hundred dollars annually on each wagon, if wagons are used, in each county where he or they may peddle. If wagons are not used, the tax shall be paid on each agent.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0115.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0115
CHAPTER 11,12,Sec. 31.,30,"Sec. 31 The officer authorized to collect the tax on insurance ~ companies shall collect and pay into the state treasury charges, fees and taxes as follows: For each license issued to a life insur- ance company or association, two hundred and fifty dollars; for each license issued toa fire insurance company or association, two hundred dollars; for each license issued to an accident in- surance company or association, two hundred dollars; for each license issued to a marine insurance company or association, two hundred dollars; for each license issued to a surety insurance company or association, one hundred dollars; for each license issued to a plate glass insurance company or association, one hundred dollars; for each license issued to a boiler insurance company or asso¢iation, one hundred dollars; for each license issued to all other insurance companies or associations, one hun- | dred dollars. All of said companies shall pay a tax of two per centum upon the amount of their gross receipts in this state: Provided, that if any general agent shall exhibit to the secretary of state a sworn statement showing that at least one-quarter of the entire assets of his company, when his company has assets, #NAME? invested in and are maintained in any, or all, of the follow- ing securities or property, viz: bonds of this state, or of any county, city or town of this state. or any property situate in this state and taxable therein. then the tax shall be one per centum upon the gross receipts aforesaid, and the license fee shall be one half that named above; and if the amount so invested shall be three- fourths of the total assets, the tax shall be one-fourth of one per centum and thelicense fee one-fourth of that named above. No county or corporation shali be allowed to impose any additional tax. license or fee. The license fee and taxes imposed in this sec- tion shall be aid to the state treasurer.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0115.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0115
CHAPTER 11,12,SEc. 32.,31,"SEc. 32 Every state bank, savings bank or association conduct- ing a business as contemplated in this section, any private banker, every money exchange, bond or note broker, whether operating as corporations or associations or privately as individuals, in addi- tion to the ad valorem tax on their capital invested, shall pay annually to the state treasurer a tax according to capital employed as follows: On a capital of ten thousand dollars or less. twenty- five dollars, and two dollars for each one thousand dollars of capi-. tal stock in excess of twenty-five thousand dollars; also twenty- five dollars additional for each county in which any of said banks, associations, bankers or brokers have an agency. On failure to comply with the provisions of this section the banks, associations or persons mentioned shall pay as taxes two thousand dollars, to be collected by the state treasurer.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0115.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0115
CHAPTER 11,12,SEc. 33.,32,"SEc. 33 Every person or company engaged in the business of receiving property in pledge or as security for money or other thing advanced to the pawner or pledger, shall be held to bea pawnbroker, shall pay an annual license tax of fifty dollars and shall at the time required by this chapter return under oath the value of all property pledged and held by him as a pawnbroker on hand on the first of June annually, and taxes shall be charged upon the fair cash value of such property to such pawnbroker the same as other property.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0116.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0116
CHAPTER 11,12,Sc. 34.,33,"Sc. 34 Every person, company or firm for selling spirituous, vinous or malt liquors or medicated bitters, or any social club or as- sociation, incorporated or otherwise, which handles spirituous, vinous or malt liquors for the use of its -:members or guests, shall pay a license tax semi-annually in advanee, on the first days of January and July as follows: First, for selling in quantities of five gallons or less, fifty dollars for each six months, to be collected by the sheriff and paid to the treasurer of the county board of education for the benefit of the fund for public schools in such county; second, for selling in quantities of five gallons or more, one hundred dollars for each six months, to be collected by the sheriff and paid to the treasurer of the state; third, for selling malt liquors exclusively, ten dollars for each six months, to be col- lected by the sheriff and paid to the treasurer of the county board of education for the benefit of the fund for the public schools in such county. No license taken out under this section shall authorize any sale of any greater or less quantity than is specified in said license. Nothing in this section shall prevent any person selling wines of his own manufacture at the place of manufacture, or within one hundred yards thereof, in quantities of not less than one quart, of spirits in not less than one gallon. Every person, company or firm wishing to sell liquors under this section, except manufacturers, shall apply to the board of county commissioners for an order to the sheriff to issue a icense, and shall specify the particular building in which the business carried on under such licénse is to be transacted. Every such application shall be in writing, signed by the applicant and accompanied by the affidavit of six free-holders, residents of the voting precincts in which the applicant proposes to do business, all of whom shall declare upon oath that the applicant is a proper person to sell spirituous, vinous or malt liquors, and that the building specified is a suitable place for the business to be carried on. Upon the filing of'such application and affidavit, the board of county com. = may grant an order to the sheriff to issue such license | except i in territory where the sale of liquors is prohibited by law Pr ovided, however, that the board of county commissioners upon satisfactory evidence that such applicant has been convicted, o1 has been found to have confessed his guilt in a court of compe- tent jurisdiction, of any violation of the laws of this state or any | other state regulating the sale of spirituous liquors, or that the paling specified is without the limits of an incorporated town | or city, or is within two hundred feet, in a direct line, from any | church edifice or the premises pertaining thereto, may refuse tc grant an order to the sheriff to issue license to such applicant; that the license authorized within an incorporated town or city under | this section shall first be granted by the authorities of such town or city; Provided further, that the board of county commission- | ers may, upon complaint n made by any resident of the county that any person, company or firm holding a license under this section has violated the laws of this state regulating the sale ot spirituous Buors: and upon satisfactory evidence of hisor their conviction, jor such confession of such violation in a court of competent juris- (diction, revoke any license heretofore granted by them. Upon lcomplaint made as aforesaid the board of county commissioners jshail forthwith summon such person, company or firm to appear before them at a given time within thirty days to show cause | why such license and the order to issue the same should not be revoked: Provided further, that counties may levy not more than as much tax as the state, under the provisions of this sec- tion. All persons taking out license to sell spirituous, vinous or malt liquors under the provisions of thissection shall post up in some public part of their place of business the license issued to them. The license shall be printed in such form as the treasurer of the state may prescribe, and furnished by register. Any per- son failing to post up the license as provided in this section shall be considered as doing business without license. Any person, company or firm taking out license as provided in this section on any date afier the first day of January or the first day of July, Shall pay the whole amount of tax for the six months ending the thirty-first day of December or the thirtieth day of June, as the ase may be after the date of the license: Pr ovided further, that mo license shall be issued to any applicant under this section who lis not a bona fide citizen of the United States and a legal voter of North Carolina. Each dispensary in the state shall pay annu- ally into the state treasury the following franchise taxes: 1 Each dispensary for a town of less than one thousand people, fifty dol- Jars. 2 Each dispensary for a township in any county the sum of two hundred dollars. 3 Each dispensary for a town of more. than one thousand inhabitants and not exceeding three thousand | inhabitants, the sum of two hundred dollars. 4 Each dispen- sary for a town or city of more than three thousand inhabitants and not exceeding six thousand inhabitants, three hundred dol- lars. 5 Hach dispensary for a town or city of more than six thou- sand inhabitants and each dispensary for a county, five hundred dollars. And it shall be the duty of all managers of dispensaries. to pay to the county treasurer for the benefit of the school fund of the county in which such dispensaries are located all the taxes herein imposed on such dispensaries.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0116.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0116
CHAPTER 11,12,Src. 35.,34,"Src. 35 On each and every practicing lawyer, practicing physi- cian and dentist, the sum of five dollars: Provided, that no city, town or county shall levy any additional license tax on lawyers, physicians and dentists.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0118.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0118
CHAPTER 11,12,Sec. 36.,35,"Skc. 86 On each and every private business corporation (rail- roads, banks and insurance companies excepted) a franchise tax in proportion to the amount of its capital stock, according to the following graduated scale. to-wit: On corporations having a capi- tal stock of twenty: five thousand dollars ($25,000) or less, five dol- lars ($5); on corporations having a capital stock of over twenty- five thousand dollars ($25,000) and not exceeding fifty thousand. [dollars] ($50,000), ten dollars ($10); on corporations having a capi- tal stock of fifty thousand dollars ($50,000) and less than one hundred thousand dollars ($100,000), twenty-five dollars ($25); on corporations having a capital stock of one hundred thousand dollars ($100,000) and not exceeding two hundred and fifty thou- sand dollars ($250,000), fifty dollars ($50); on corporations having a capital stock of two hundred and fifty thousand dollars ($250, - 000) and less than five hundred thousand dollars ($500,000), one hundred dollars ($100); on corporations having a capital stock of five hundred thousand dollars ($500,000), two hundred dol- lars ($200); on companies having a capital stock of one million dollars ($1,000,000), five hundred dollars: Provided, that when the capital stock of any company or corporation shall not amount to more than one thousand dollars in actual value, the franchise tax imposed by this section shall be ten dollars and no more. By the terms of  capital stock  in this section is meant the amount of capital fixed by the corporation charter, or by the stockholders pursuant to the powers granted in the charters; that in addition to the penalties otherwise provided in this act, the continued failure to pay the franchise tax imposed by this section, on or before the first day of January of said year, shall cause a forfeiture of the charter of sueh defaulting corporation, and its charter in that event shall be, and the same is hereby repealed. This section shall apply equaliy to all companies whether home or foreign: Provided, that when the capital stock of any land company or (corporation shall not amount in actual value to more than ten thousand dollars, the tax imposed hy this section shall be twenty- five dollars and no more: Provided, that only the capital stock isubseribed for shall be taxed under this-section. |",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0118.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0118
CHAPTER 11,12,Sze. 37.,36,"Sze. 37 That any joint stock association, company, copartner- \ship or corporation, whether incorporated under the laws of this state or of any other state, or of any foreign nation, engaged in transmitting to, from, through, in or across the state of North (Carolina, telegraphic messages, shall be deemed and held to be a telegraph company, and every such telegraph company shall an- ually, between the first day of January and the twentieth day lof February, make out and deliver to the auditor of this state a statement. verified by the oath of the officer or agent of such lcompany making such statement, with reference to the thirty- first day of December next preceding, showing: First. The tota] leapital stock of such association, company, copartnership or cor- poration. Second. The number of shares of capital stock issued and outstanding and the par or face value of each share. Third. Its principal place of business. ~ Fourth. The market value of said shares of stock on the thirty-first day of December next pre- ceding, and if such shares have no market value then the actual value thereof. Fifth. The real estate, structures, machinery, fixtures and appliances owned by said association, company, co- partnership or corporation, and subject to local taxation within the state, and the location and assessed value thereof in each county where the same is assessed for local taxation. Sixth. The lspecific real estate, together with the permanent improvements thereon, owned by such association, company, copartnership or corporation, situate outside the state of North Carolina and not directly used in the conduct of the business, with a specific de- scription of each such piece, where located. the purpose for which the same is used, and the sum at which the same is assessed for jtaxation in the locality where situated. Seventh. Al) mort- gages upon the whole or any [part] of its property, together with the dates and amounts thereof. Eighth. (a) The total length of ithe lines of said association or company; (b) the total length of so much of their lines as is outside the state of North Carolina; (c) the length of the lines within each of the counties and town- ships within the state of North Carolina.. '",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0119.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0119
CHAPTER 11,12,SEc. 38.,37,"SEc. 38 Every telephone company doing business in this state- whether incorporated under the laws of this state or of any other State, or of any foreign nation, shall annually, between the first day of January and the twentieth day of February, make out and deliver to the auditor of this state a statement, verified by the Oath of the officer or agent of such company making such state- ment, with reference to the thirty-first day of December next pre- 4 ceding, showing: (i) The total capital stock of such association, company, copartnership or corporation. -2 The number of shares of capital stock issued and outstanding and the par or face value of each share. -3 Its principal place of business. -4 The market value of said shares of stock on the thirty-first day of December next preceding, and if such shares have no market value then the actual value thereof. -5 The real estate, structures, machinery, fixtures and appliances owned by said association, company, ¢o- partnership or corporation, and subject to local taxation within the state, and the location and assessed value thereof in each county where the same is assessed by local taxation. -6 The specific real estate. together with the permanent improvements thereon, owned by such association, company. copartnership or corporation situated outside the state of North Carolina and not used directly in the conduct of the business, with a specifie de- scription of each such piece. where located, the purpose for which the same is used, and the sum at which the same is assessed for taxation in the locality where situated. -7 All mortgages upon the whole or any of its property, together with the dates and amounts thereof. -8 a. The total length of the lines of said asso- ciation or company; b. the total iength of so much of their lines as is outside the state of North Carolina; c. the length of the lines within each of the counties and townships within the state of North Carolina. ,",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0119.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0119
CHAPTER 11,12,SEc 39.,38,"SEc 39 Every joint stock-association, company, copartnership or corporation, incorporated or acting under the laws of this or any other state, or any foreign nation, engaged in carryirg to, from, through, in or across this state, or any part thereof, money, pack- ages, gold, silver, plate, merchandise, freight or other articles, under-any contract expressed or implied, with any railroad com- pany, or the managers, lessees, agents or receivers thereof, pro- vided such joint stock association, com pany, copartnership or cor- poration is not a railroad company, shajl be deemed and held to be an express company within the meaning of this act, and every such express company shall annually, between the first day of January and the twentieth day of February, make out and deliver to the auditor of this state a statement verified by the oath of the officer or agent of such association, company, copart- nership or corporation making such statement, with reference to, the thirty-first day of December next preceding, showing: First, the total capital stock or capital of said association, copartner- ship or corporation. Second. The number of shares of capital stock issued and outstanding, and the par or face value of each share, and in Gase no shares of capital stock are issued, in what manner the capital thereof is divided, and in what manner such holdings are evidenced. Third. Its principal place of business. Fourth. The market value of the said shares of stockon the thirty-first day of December next preceding, and if such shares have no market value, then the actual value thereof: and in ease no shares of stock have been issued, state the market value. or the actual value in case there is no market value, of the capital thereof, and the manner in which the same is divided. Fifth. The real estate, structures, machinery, fixtures and appliances owned by said association, company, copartnership or corpora- tion, and subject to local taxation within the state of North Caro- lina, and the location and assessed value thereof in each county where the same is assessed for local taxation. Sixth. The specific real estate, together with the improvements thereon, owned by said association, company, copartnership or corporation situate outside the state of North Carolina, and not used directly in the conduct of the business, with a specific description of each piece, where located, the purpose for which the same is used, and the sum at which the same is assessed for taxation in the locality where situate. Seventh. All mortgages upon the whole, or any part of its property, together with the dates and amounts thereof. Eighth. (a) The total length of the lines or routes over which such association, company, copartnership or corporation transports such merchandise, freight or express matter; (b) the total length of such lines or routes as are outside the state of North Carolina, (c) the length of such lines or routes within each of the counties. and townships.within the state of North Carolina.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0120.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0120
CHAPTER 11,12,SEC. 40.,39,"SEC. 40 Upon the filing of such statements the auditor shall examine them, and each of them, and if he shall deem the same insufficient, or in case he shall deem that, other information is requisite, he shall require such officer to make such other and further statements as said auditor may ecallfor. In case of the failure or refusal of any association, company, copartnership or corporation to make out and deliver to the auditor any statement or statements required by this act, such association, company, copartnership or corporation shall forfeit and pay to the state cf North Carolina one hundred doliars ($100) for each additional day such report is delayed beyond the twentieth day of February, to be sued and recover in any proper form of action in the name of the state of North Carolina or the relation of the auditor, and such penalty, when collected, shall be paid into the general fund of the state.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0121.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0121
CHAPTER 11,12,SEc. 41.,40,"SEc. 41 Upon the meeting of the railroad commissioners for the purpose of assessing railroad and other property, said auditor shall lay such statements, with such information as may have been furnished him, before said railroad commissioners. who shall thereupon value and assess the property of each associa- tion, company, copartnership or corporation in the manner here- inafter set forth, after examining such statements and after as- certaining the value of such properties therefrom, and from such other information as they may have or obtain. For that purpose they may require the agents or officers of said association, com- pany, copartnership or corporation to appear before them with such books, papers and statements as they may require, or they may require additional statements to be made to them, and may compel the attendance of witnesses in case they shall deem it nee- essary, to enable them to ascertain the TRUE cash value of such property.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0121.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0121
CHAPTER 11,12,SEc. 42.,41,"SEc. 42 Said state board of railroad commissioners shall first ascertain the TRUE cash value of the entire property owned by said association, company, copartnership or corporation from said statements or otherwise, for that purpose taking the aggregate value of all the shares of capital stock, in case said shares have a market value, and in case they have none taking the actual value thereof or of the capital of said association, company, copartner- ship or corporation, in whatever manner the same is divided, in ease no shares of capital stock have been issued: Provided, how- ever, that in ease the whole or any portion of the property of such association, company, copartnership or corporation shall be en- cumbered by a mortgage or mortgages, such board shall ascer- tain the TRUE cash value of such property by adding to the mar- ket value of the aggregate shares of stock, or to the value of the capital in case there shall be no such shares, the aggregate amounts of such mortgage or mortgages, and the result shall be deemed and treated as the TRUE cash value of the property of such association, company, copartnership or corporation. Sueh board of railroad commissioners shall, for the purpose of ascer- taining the TRUE cash value of the property within the state of North Carolina, next ascertain from such statements, or other- wise, the assessed value for taxation in the localities where the same is situated, of the several pieces of real estate situate within the state of North Carolina and not specifically used in the gen- eral business of such associations, companies, copartnerships or corporations, which said assessed values for taxation shall be by said board deducted from the gross value of the property as above ascertained. Said state board of railroad commissioners shall next ascertain and assess the TRUE cash value of the property of such associations, companies, copartnerships or corporations within the state of North Carolina by taking as a guide as far as practicable the proportion of the whole aggregate value of said associations, companies, copartnerships or corporations, as above ascertained, after deducting the assessed value of such real estate without the state, which the length of the lines of said associa- tions, companies, copartnerships or corporations, in the case of telegraph and telephone companies within the state of North Carolina, bears to the total length of the lines thereof, and in the case of express companies, the proportion shall be the propor- tion of the whole aggregate value, after such deductions, which the length of the lines or routes within the state of North Caro- lina bears to the whole length of the lines or routes of such asso- Giations, companies, copartnerships or corporations and such amount, so ascertained. shall be deemed and held as the entire value of the property of said associations, companies, copartner- ships or corporations within the state of North Carolina. From the entire value of the property within the state so ascertained, there shall be deducted by the board the assessed value for taxa- tion of all real estate, structures, machinery and appliances within the state and subject to local taxation in the counties, as herein- before described in item number five of sections thirty-seven, thirty-eight, thirty-nine and forty of this act, and the residue of such value so ascertained. after deducting therefrom the assessed value of such local properties, shall be by said board assessed to said association.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0122.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0122
CHAPTER 11,12,Sec. 43.,42,"Ske. 48 Said state board of railroad commissioners shall there- upon ascertain the value per mile of the property within the state by dividing the total value, as above ascertained, after de- ducting the specific properties locally assessed within the state, by the number of miles within the state, and the result shall be deemed and held as the value per mile of the property of such association, company, copartnership or corporation within the state of North Carolina. 7",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0123.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0123
CHAPTER 11,12,SEC. 44.,43,"SEC. 44 Said state board of railroad commissioners shall there- upon, for the purpose of determining what amount shall be as- sessed by it to said association, company, copartnership or corpo- ration in each county in the state, through, across, into or over which the linejof said association, company, copartnership or corporation extends, multiply the value per mile, as above as con- tained, by the number of miles in each of such counties as reported in said statements, or as otherwise ascertained, and the result thereof shall be by said board certified to the auditor, who shall thereupon certify the same to the chairman of the board of county, commissioners, respectively, of the several counties through, into, over or across which the lines or routes of said association, com- pany, copartnership or corporation extend.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0123.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0123
CHAPTER 11,12,Src. 45.,44,"Src. 45 In case any such association, copartnership or corpo- ration, as named in this act, shall fail or refuse to pay any taxes assessed against it in any county in the state, in addition to other remedies provided by iaw for the collection of taxes, an action may be prosecuted in the name of the state of North Carolina by the solicitors of the different judicial circuits of the state, on the relation of the county commissioners of the different counties of this state, and the judgment in said action shall include a pen- alty of fifty per cent of the amount of taxes as assessed and un- paid, together with reasonable attorneys fees for the prosecution of such action, which action may be prosecuted in any county into, through, over or across which the line or routes of any asso- ciation, copartnership, company, or corporation shall extend, or in any county where such association, company, copartnership or corporation shall have an office or agent for the transaction of business. In ease such association, company, copartnership or corporation shall have refused to pay the whole of the taxes as- sessed against the same by said state board of railroad commis- sioners, or in case such association, company, copartnership or corporation shall have refused to pay the taxes or any portion thereof assessed to it in any particular'county or counties, such action may include the whole or any portion of the taxes so un- paid in any county or counties, but the attorney-general may at his option unite in one action the entire amount of the tax due, or may bring separate actions in each separate county or joining counties, as he may prefer. All collection of taxes for or on ae- count of any particular county made in any such suit or suits shall be by said auditor accounted for as a credit to the respective counties, for or on account of whieh such collections were made by said auditor, at the next ensuing settlement with such county, but the penalty so collected shall be credited to the general fund of the state; and upon such settlement being made, the treasu- rers of the several counties shall at their next settlements, enter eredits upon the proper duplicates in their offices and at the next settlement with the county report the amount so received by him in his settlement with the state, and proper entries shall be made with reference thereto: Provided, that in any such action the amount of the assessment fixed by said state board of railroad commissioners and apportioned to such county, shall not be con- troverted.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0123.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0123
CHAPTER 11,12,SxEc. 46.,45,"SxEc. 46 Every joint stock association, company, copartnership or corporation incorporated or acting under the laws of this or any other state, or of any foreign nation. and conveying to, from, through, in or across this state, or any part thereof. passengers or travellers in palace cars. drawing-room ears, sleeping ears, din- ing cars, or chair cars, under any contract, express or implied, with any railroad company or the managers, lessees, agents or re- ceivers thereof, shall be deemed and held to bea sleeping-car company for the purpuses of this act, and shall hereinafter be called sleeping-car company, and every such sleeping-car com- pany doing business in this state shall annually, between the first day of January and the first day of April, make out and de- liver to the auditor of this state a statement, verified by the oath lof the officers or agent of such company making such statement, with reference to the thirty-first day of December next preceding, lshowing: First. The total capital stock of such sleeping-car com- pany invested in its sleeping-ecar business. Second. The number of shares of such capital stock devoted to the sleeping-car busi- ness issued andoutstanding, and the par-or face value of each share. Third. Under the laws of what state it is incorporated. Fourth. Its principal place of business. Fifth. The names and post-office addresses of its president and secretury. Sixth. The jactual cash value of the shares of such capital stock devoted to its sleepinge-car business on the thirty-first day of December next |preceding such report. Seventh. The real estate, structures, ma- ehinery, fixtures and appliances owned by said sleeping-car cum- pany. and subject to local taxation within this state. and the location and value thereof in each county within this state where the same is assessed for local taxation. Highth. All mortgages upon the whole or any part of its property, together with the franchises and the amounts thereof, devoted to its sleeping-car jbusiness. Ninth. (a) The total iength of the main lines of rail- road over which ears are run; (b) the total length of so much of the main line of the railroad over which said cars are run outside of the state of North Carolina; (c). the length of the lines of rail- road over which said cars are run within the state of North Caro- lina: Provided, that where the railroads over which said cars run have double tracks or a greater number of tracks than a single track, the statement shall only give the mileage as though such tracks were but single track, and in ease the auditor shall require it, such statement shall show in detail the number of miles of each or any particular railroad or system within this state; (d) upon filing such statement. the auditor shall exainine it and if deemed insufficient shall require any additional information which may be necessary to a clear understanding of the value of the property of such sleeping-car company, and in case of refusal or failure of such sleeping-car company to furnish such information. he shali obtain the same through any channel that he may deem proper and shall notify the officer attesting such statement by registered letter of his action; (e) upon the meeting of the railroad com- missioners for the purpose of assessing railroads and other prop- lerty, the auditor shall lay such statement before said commis- sioners, who shall thereupon determine the total cash value of \the capital stock of such sleeping-car company devoted to its sleeping-car business, and shall then divide this amount by the total number of miles of railroad over which the cars-of such sleeping car conipany are used, so as to obtain the value per lmile; they shall then multiply this value per mile by the number of miles of railroad track over which such cars are used within this state, and from the result thus obtained they shall deduct the value of all real estate, structures, machinery, fixtures and appliances owned by such sleeping-car company within this state and subject to taxation in the county where located ; the remain- der shall be taken as the value of the property of such sleeping- ear company within this state for the purpose of assessment and taxation. And the secretary of the railroad commission shall thereupon notify by registered letter the officer attesting such report of the amount assessed against it. and such sleeping-car company shall have thirty days within which to appear and make objections, if any it shall have, to said assessment. If no objections be made within said thirty days, the amount shall be. certified to the state treasurer, who shall thereupon send by reg- istered letter to the officer attesting such report a bi'l for the state taxes upon said assessment, and such sleeping: car company shall have thirty days within which to pay said taxes. And the secretary of the railroad commission shall certify to the county commissioners of the severai counties through which such ears are used, the value of the property of such sleeping-car company within such county in the proportion that the number of miles of railroad over which such cars are used in said county bears to the number of miles of railroad over which such ears are used within the state. together with the name and post-office address of the officer attesting such report of such sleeping-car company, with the information that tax bills, when assessed, are to be sent him by mail, and such value so certified shall be assessed and taxed the same as other property within said county. And when the ass:ssment shall have been made in such county the sheriff or county tax collector shall send to the address given by the see- retary of the railroad commission to the county commissioners, by registered mail, a bill for the total amount of all taxes due to such county, and such sheriff or county tax collector shall add to such tax bills the postage and registration fee, and sach sleep- ing ear company shall have sixty days thereafter within which to pay said taxes; and upon failure or [of] and refusal to do so, such taxes shall be collected the same as other delinquent taxes are, together with a penalty of fifty per cent added thereto and costs of collection.",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0124.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0124
CHAPTER 11,12,SEc. 47.,46,"SEc. 47 Every person, firm or corporation owning refrigerator or freight cars operated over or leased to any railroad company in this state or operating in this state, shall be taxed in the same, manner as is provided in section forty-six for the taxation of sleep- ing car companies, and the manner provided in that section for the assessment of the value of sleeping car companies and the col- lection of the tax thereon shall be followed in assessing and col lecting the tax on the refrigerator and freight cars taxed unde this section. |",https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort_jp2.zip/publiclawsresolu1899nort_jp2%2Fpubliclawsresolu1899nort_0126.jp2&ext=jpg,https://archive.org/download/publiclawsresolu1899nort/publiclawsresolu1899nort.pdf#page=0126
